y;matricula;genero;promedio;gms;Créditos por tomar; Avance %;2017-II_mat1;2017-II_notamat1;2017-II_mat2;2017-II_notamat2;2017-II_mat3;2017-II_notamat3;2017-II_mat4;2017-II_notamat4;2017-II_mat5;2017-II_notamat5;2017-II_mat6;2017-II_notamat6;2017-II_mat7;2017-II_notamat7;2018-I_cmat1;2018-I_notacmat1;2018-I_cmat2;2018-I_notacmat2;2018-I_cmat3;2018-I_notacmat3;2018-I_cmat4;2018-I_notacmat4;2018-I_cmat5;2018-I_notacmat5;2018-I_cmat6;2018-I_notacmat6;2018-I_cmat7;2018-I_notacmat7
947;201607454;F;8,15;0,665;79;45,14;ÁLGEBRA LINEAL;4,96;CÁLCULO DE VARIAS VARIABLES;7,24;DANZA FOLKLÓRICA;10,00;MACROECONOMÍA I;9,35;MICROECONOMÍA I;6,80;;;;;ÁLGEBRA LINEAL;7,54;ESTADÍSTICA DESCRIPTIVA;6,52;FUNDAMENTOS DE PROGRAMACIÓN;7,36;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;8,9;MICROECONOMÍA II;7,3;;;;
948;201607587;M;7,97;0,450;74;48,61;ÁLGEBRA LINEAL;6,54;CÁLCULO DE VARIAS VARIABLES;7,62;DEPORTE: PING PONG;10,00;MACROECONOMÍA I;8,30;MICROECONOMÍA I;7,45;;;;;ECONOMÍA MATEMÁTICA;7,83;ESTADÍSTICA DESCRIPTIVA;6,98;FUNDAMENTOS DE PROGRAMACIÓN;6,44;MICROECONOMÍA II;7,9;;;;;;
949;201711124;M;7,61;1,903;121;24,84;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,95;CÁLCULO DE UNA VARIABLE;6,02;COMUNICACIÓN I;8,20;QUÍMICA GENERAL;6,63;;;;;;;ÁLGEBRA LINEAL;7;CÁLCULO DE VARIAS VARIABLES;8,1;COMUNICACIÓN II;8,95;FÍSICA I;7,24;FUNDAMENTOS DE PROGRAMACIÓN;7,48;;;;
950;201708054;F;7,88;0,552;113;19,86;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,70;ARTE Y TECNOLOGÍA;8,60;COMUNICACIÓN I;6,00;DANZA;9,85;INGLÉS I;8,91;MATEMÁTICAS;6,80;;;ARTE Y CIENCIA;8,56;COMUNICACIÓN II;7,75;ESTADÍSTICA;6,26;FÍSICA CONCEPTUAL;7,26;FUNDAMENTOS DE PROGRAMACIÓN;2,48;INGLÉS II;8,01;;
951;201709805;M;7,9;0,262;120;14,89;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,40;ARTE Y TECNOLOGÍA;8,46;COMUNICACIÓN I;6,85;MATEMÁTICAS;6,64;;;;;;;ARTE Y CIENCIA;9,2;COMUNICACIÓN II;7,65;FÍSICA CONCEPTUAL;7,54;FUNDAMENTOS DE PROGRAMACIÓN;2,36;INGLÉS I;8,42;;;;
952;201713674;F;7,43;0,699;114;19,15;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,05;ARTE Y TECNOLOGÍA;8,48;COMUNICACIÓN I;7,05;MATEMÁTICAS;6,22;TEORÍA DE LA IMAGEN;8,40;;;;;ARTE Y CIENCIA;8,56;COMUNICACIÓN II;7,35;ESTADÍSTICA;5,98;FÍSICA CONCEPTUAL;6,76;FUNDAMENTOS DE PROGRAMACIÓN;1,56;INGLÉS II;7,92;;
953;201607363;M;7,77;2,614;74;48,61;ÁLGEBRA LINEAL;6,08;CÁLCULO DE VARIAS VARIABLES;6,98;DEPORTE: FÚTBOL;9,30;MACROECONOMÍA I;9,45;MICROECONOMÍA I;6,60;;;;;ECONOMÍA MATEMÁTICA;7,4;ESTADÍSTICA DESCRIPTIVA;6,38;FUNDAMENTOS DE PROGRAMACIÓN;9,24;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;8,35;MICROECONOMÍA II;7,5;;;;
954;201714144;M;7,39;0,976;132;18,52;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,95;BIOLOGÍA;6,45;CÁLCULO DE UNA VARIABLE;8,12;COMUNICACIÓN I;6,95;QUÍMICA GENERAL;6,97;;;;;ÁLGEBRA LINEAL;6,8;CÁLCULO DE VARIAS VARIABLES;7,74;COMUNICACIÓN II;7,35;FÍSICA I;7,48;FUNDAMENTOS DE PROGRAMACIÓN;6;;;;
955;201611142;M;7,26;0,651;76;47,22;CÁLCULO DE VARIAS VARIABLES;7,10;COMUNICACIÓN II;8,65;ECONOMÍA MATEMÁTICA;6,20;HISTORIA Y FILOSOFÍA DE LAS CIENCIAS;9,35;MACROECONOMÍA I;9,20;MICROECONOMÍA I;6,55;;;ESTADÍSTICA DESCRIPTIVA;6,58;FUNDAMENTOS DE PROGRAMACIÓN;4,6;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;7,2;MACROECONOMÍA II;7,2;MICROECONOMÍA II;6,3;;;;
956;201703733;M;7,12;1,039;121;24,38;ÁLGEBRA LINEAL;6,62;BIOLOGÍA;7,36;CÁLCULO DE VARIAS VARIABLES;7,32;COMUNICACIÓN II;7,80;FÍSICA I;6,56;;;;;ECUACIONES DIFERENCIALES;5,38;ESTADÍSTICA;6,6;FÍSICA II;7;FUNDAMENTOS DE PROGRAMACIÓN;6,92;INGLÉS II;7,45;;;;
957;201711249;M;7,52;0,766;120;27,27;ÁLGEBRA LINEAL;6,06;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,05;CÁLCULO DE UNA VARIABLE;6,00;COMUNICACIÓN I;7,15;DEPORTE: AJEDREZ;9,60;DEPORTE: FÚTBOL;10,00;QUÍMICA GENERAL;7,16;CÁLCULO DE VARIAS VARIABLES;7,44;COMUNICACIÓN II;8,25;DIBUJO TÉCNICO Y PLANOS;8,9;FÍSICA I;6,32;FUNDAMENTOS DE PROGRAMACIÓN;6,98;INTRODUCCIÓN A LA INGENIERÍA CIVIL;6,8;TOPOGRAFÍA;9,11
958;201750064;F;8,11;0,373;111;21,28;ARTE Y TECNOLOGÍA;9,96;MATEMÁTICAS;7,38;;;;;;;;;;;BIOLOGÍA;8,15;COMUNICACIÓN I;7,25;ESTADÍSTICA;7,84;FUNDAMENTOS DE PROGRAMACIÓN;5,64;INGLÉS II;8,78;;;;
959;201711934;F;7,59;1,312;103;27,97;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,00;COMUNICACIÓN I;7,15;CONTABILIDAD I;8,75;MATEMÁTICAS;6,94;;;;;;;COMUNICACIÓN II;8,5;ESTADÍSTICA;8,44;FUNDAMENTOS DE ADMINISTRACIÓN;7,3;FUNDAMENTOS DE PROGRAMACIÓN;6,28;INTRODUCCIÓN A LA ECONOMÍA;6,75;TEORÍA DEL TURISMO;8,55;;
960;201703543;M;7,56;1,086;119;25,16;ÁLGEBRA LINEAL;6,86;BIOLOGÍA;7,82;CÁLCULO DE VARIAS VARIABLES;6,76;COMUNICACIÓN II;7,40;DEPORTE: VOLEIBOL;9,50;FÍSICA I;5,72;;;DIBUJO TÉCNICO Y PLANOS;9,24;ECUACIONES DIFERENCIALES;6,38;ESTADÍSTICA;6,44;FÍSICA I;6,66;FUNDAMENTOS DE PROGRAMACIÓN;7,18;INTRODUCCIÓN A LA INGENIERÍA DE MINAS;8,3;;
961;201713625;M;7,94;0,483;132;20;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,85;CÁLCULO DE UNA VARIABLE;6,66;COMUNICACIÓN I;7,40;INGLÉS I;8,33;QUÍMICA GENERAL;7,63;;;;;ÁLGEBRA LINEAL;7,56;BIOLOGÍA;8,38;CÁLCULO DE VARIAS VARIABLES;8,54;COMUNICACIÓN II;8;FÍSICA I;7,24;FUNDAMENTOS DE PROGRAMACIÓN;9,26;;
962;201713161;F;8,59;0,581;128;20;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,65;BIOLOGÍA;9,62;CÁLCULO DE UNA VARIABLE;7,90;COMUNICACIÓN I;7,30;QUÍMICA GENERAL;7,27;;;;;ÁLGEBRA LINEAL;8,12;CÁLCULO DE VARIAS VARIABLES;8,72;COMUNICACIÓN II;8,7;DEPORTE: NATACIÓN;10;FÍSICA I;8,22;FUNDAMENTOS DE PROGRAMACIÓN;8,56;;
963;201807732;F;7,78;1,201;132;17,31; ;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,75;CÁLCULO DE UNA VARIABLE;6,02;COMUNICACIÓN I;6,85;FUNDAMENTOS DE PROGRAMACIÓN;7,36;QUÍMICA GENERAL;7,31;;;;
964;201604014;M;7,94;0,284;76;47,22;ACERCAMIENTO A LOS CLÁSICOS DE LA LITERATURA MUNDIAL;9,20;CÁLCULO DE VARIAS VARIABLES;6,72;ECONOMÍA MATEMÁTICA;6,23;INGLÉS V;9,37;MACROECONOMÍA I;8,40;MICROECONOMÍA I;7,85;;;DANZA;10;ESTADÍSTICA DESCRIPTIVA;7,22;FUNDAMENTOS DE PROGRAMACIÓN;5,74;MACROECONOMÍA II;6,7;MICROECONOMÍA II;6,4;;;;
965;201711892;F;7,75;1,362;107;24,11;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,60;ARTE Y TECNOLOGÍA;8,64;COMUNICACIÓN I;6,75;MATEMÁTICAS;7,24;TEORÍA DE LA CULTURA;7,75;;;;;ARTE Y CIENCIA;9,16;COMUNICACIÓN II;7,3;ESTADÍSTICA;7,66;FÍSICA CONCEPTUAL;7,54;FUNDAMENTOS DE PROGRAMACIÓN;7,84;;;;
966;201703170;F;7,66;1,336;124;22,01;ÁLGEBRA LINEAL;7,20;CÁLCULO DE VARIAS VARIABLES;7,10;DANZA;9,85;FÍSICA I;6,40;FUNDAMENTOS DE PROGRAMACIÓN;4,38;;;;;BIOLOGÍA;8,02;COMUNICACIÓN II;7,85;ECUACIONES DIFERENCIALES;5,48;ESTADÍSTICA;6,38;FUNDAMENTOS DE PROGRAMACIÓN;7,48;INTRODUCCIÓN A LA INGENIERÍA NAVAL;7,5;;
967;201714276;F;7,94;0,538;133;18,4;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,30;BIOLOGÍA;8,38;CÁLCULO DE UNA VARIABLE;6,32;COMUNICACIÓN I;8,90;QUÍMICA GENERAL;7,60;;;;;ÁLGEBRA LINEAL;6,88;CÁLCULO DE VARIAS VARIABLES;8,2;COMUNICACIÓN II;9,15;FÍSICA I;7,64;FUNDAMENTOS DE PROGRAMACIÓN;8,6;;;;
968;201713443;M;8,44;0,871;121;23,9;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,25;BIOLOGÍA;9,28;CÁLCULO DE UNA VARIABLE;7,84;COMUNICACIÓN I;8,60;QUÍMICA GENERAL;7,71;;;;;ÁLGEBRA LINEAL;7,28;CÁLCULO DE VARIAS VARIABLES;9,18;COMUNICACIÓN II;8,6;DEPORTE: NATACIÓN;9,9;FÍSICA I;8,88;FUNDAMENTOS DE PROGRAMACIÓN;9,7;;
969;201607488;M;8;1,288;90;37,5;CÁLCULO DE VARIAS VARIABLES;9,02;ECONOMÍA MATEMÁTICA;7,43;HISTORIA DE LAS CIENCIAS;9,50;MACROECONOMÍA I;7,30;MICROECONOMÍA I;8,50;;;;;FUNDAMENTOS DE PROGRAMACIÓN;9,2;INGLÉS I;8,62;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;8,75;MACROECONOMÍA II;8,45;MICROECONOMÍA II;7,8;;;;
970;200915817;M;8,27;0,863;62;56,94;CÁLCULO DE VARIAS VARIABLES;8,78;ECONOMÍA MATEMÁTICA;7,48;FUNDAMENTOS DE ADMINISTRACIÓN;8,30;INGLÉS II;9,40;MACROECONOMÍA I;10,00;MICROECONOMÍA I;8,40;;;ESTADÍSTICA DESCRIPTIVA;8;FUNDAMENTOS DE PROGRAMACIÓN;9,6;INGLÉS V;8,48;MACROECONOMÍA II;6,85;MICROECONOMÍA II;7,25;;;;
971;201711421;M;7,77;0,447;121;15,97;ÁLGEBRA LINEAL;5,90;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,20;CÁLCULO DE UNA VARIABLE;3,26;COMUNICACIÓN I;6,35;DEPORTE: AJEDREZ;9,35;DEPORTE: PING PONG;9,85;ESTUDIO DE CASOS DE CIENCIAS SOCIALES;8,80;ÁLGEBRA LINEAL;6,48;CÁLCULO DE UNA VARIABLE;6,24;COMUNICACIÓN II;8,95;FUNDAMENTOS DE ADMINISTRACIÓN;6,7;FUNDAMENTOS DE PROGRAMACIÓN;3,86;INTRODUCCIÓN A LA ECONOMÍA;6,8;;
972;201705589;F;7,75;0,799;106;34,16;ACTUACIÓN;10,00;ÁLGEBRA LINEAL;7,12;BIOLOGÍA;8,08;CÁLCULO DE VARIAS VARIABLES;6,58;COMUNICACIÓN II;8,25;FÍSICA I;6,38;;;BIOLOGÍA CELULAR Y MOLECULAR;8,63;DEPORTE: VOLEIBOL;9,65;FÍSICA II;6,14;FUNDAMENTOS DE PROGRAMACIÓN;7,1;INTRODUCCIÓN A LA INGENIERÍA AGRÍCOLA Y BIOLÓGICA;6,9;;;;
973;201703584;M;7,63;1,010;116;27,04;ÁLGEBRA LINEAL;7,28;BIOLOGÍA;8,18;CÁLCULO DE VARIAS VARIABLES;7,40;COMUNICACIÓN II;7,70;DEPORTE: PING PONG;10,00;FÍSICA I;7,44;;;DIBUJO TÉCNICO Y PLANOS;7;ECUACIONES DIFERENCIALES;6,66;ESTADÍSTICA;7,04;FÍSICA II;7;FUNDAMENTOS DE PROGRAMACIÓN;6,84;INTRODUCCIÓN A LA INGENIERÍA DE MINAS;8,3;;
974;201400991;F;7,6;0,328;56;61,11;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,10;DERECHO SOCIETARIO Y LABORAL;9,90;ESTUDIO DE CASOS DE CIENCIAS SOCIALES;7,77;FUNDAMENTOS DE MERCADEO;8,95;MICROECONOMÍA II;6,50;;;;;COMUNICACIÓN II;7,3;ESTADÍSTICA INFERENCIAL;7,86;FUNDAMENTOS DE PROGRAMACIÓN;6,62;INNOVACIÓN Y LA ECONOMÍA DEL CONOCIMIENTO;7,45;INTRODUCCIÓN A LA ECONOMÍA;7,2;;;;
975;201611498;M;7,66;0,372;86;40,28;CÁLCULO DE VARIAS VARIABLES;6,58;DERECHO SOCIETARIO Y LABORAL;9,80;INGLÉS V;7,88;MACROECONOMÍA I;7,15;MATEMÁTICAS FINANCIERAS;7,40;MICROECONOMÍA I;6,50;;;DEPORTE: KAYAK;10;ESTADÍSTICA DESCRIPTIVA;5,32;FUNDAMENTOS DE PROGRAMACIÓN;2,88;MICROECONOMÍA II;6,2;;;;;;
976;201714268;F;8,06;0,687;127;22,09;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,65;CÁLCULO DE UNA VARIABLE;6,22;COMUNICACIÓN I;7,85;QUÍMICA GENERAL;8,16;;;;;;;ÁLGEBRA LINEAL;7,48;BIOLOGÍA;9,11;CÁLCULO DE VARIAS VARIABLES;7,66;COMUNICACIÓN II;8,75;FÍSICA I;7,06;FUNDAMENTOS DE PROGRAMACIÓN;8,58;;
977;201709367;F;7,43;0,878;133;16,67;;;;;;;;;;;;;;;ÁLGEBRA LINEAL;2,94;CÁLCULO DE VARIAS VARIABLES;2,22;COMUNICACIÓN II;7,45;FÍSICA I;2,12;FUNDAMENTOS DE PROGRAMACIÓN;3;;;;
978;201610888;F;7,49;0,425;109;32,3;ÁLGEBRA LINEAL;6,14;EDUCACIÓN SOCIOEMOCIONAL;9,65;FÍSICA II;6,78;INGLÉS II;8,01;QUÍMICA ORGÁNICA I;6,65;;;;;DEPORTE: NATACIÓN;9,8;ECUACIONES DIFERENCIALES;5,44;ESTADÍSTICA DESCRIPTIVA;6;FUNDAMENTOS DE PROGRAMACIÓN;6,64;INGLÉS III;8,21;INTRODUCCIÓN A LA INGENIERÍA QUÍMICA;7;;
979;201705530;F;7,71;1,048;107;33,33;ÁLGEBRA LINEAL;6,60;BIOLOGÍA;8,16;CÁLCULO DE VARIAS VARIABLES;6,96;COMUNICACIÓN II;8,35;FÍSICA I;6,30;;;;;ECUACIONES DIFERENCIALES;6,24;EDUCACIÓN SOCIOEMOCIONAL;9,5;FÍSICA II;7,56;FUNDAMENTOS DE PROGRAMACIÓN;6,52;INTRODUCCIÓN A LA INGENIERÍA QUÍMICA;8,1;;;;
980;201701141;F;8,02;0,545;103;28,47;CÁLCULO DE VARIAS VARIABLES;6,72;COMUNICACIÓN II;7,50;CONTABILIDAD I;8,65;FUNDAMENTOS DE ADMINISTRACIÓN;8,40;INGLÉS II;8,30;INTRODUCCIÓN A LA ECONOMÍA;8,30;;;BIOLOGÍA;7,86;DEPORTE: PING PONG;10;ESTADÍSTICA DESCRIPTIVA;6,78;FUNDAMENTOS DE PROGRAMACIÓN;7,26;INGLÉS III;7,48;;;;
981;201602349;F;8,44;0,759;139;13,13; ;;;;;;;;;;;;;;ÁLGEBRA LINEAL;5,76;BIOLOGÍA;8,26;CÁLCULO DE UNA VARIABLE;5,46;DEPORTE: FÚTBOL;10;FUNDAMENTOS DE PROGRAMACIÓN;4,64;INGLÉS I;8,06;INTRODUCCIÓN A LA INGENIERÍA EN GEOLOGÍA;8,6
982;201712296;F;7,87;1,147;109;23,78;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,90;COMUNICACIÓN I;6,45;CONTABILIDAD I;8,85;MATEMÁTICAS;6,94;;;;;;;COMUNICACIÓN II;8,4;ESTADÍSTICA;7,58;FUNDAMENTOS DE ADMINISTRACIÓN;7,6;FUNDAMENTOS DE PROGRAMACIÓN;6;INTRODUCCIÓN A LA ECONOMÍA;7,6;TEORÍA DEL TURISMO;7,95;;
983;201708732;F;8,46;;130;21,69;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,80;BIOLOGÍA;9,88;CÁLCULO DE UNA VARIABLE;7,32;COMUNICACIÓN I;9,50;QUÍMICA GENERAL;8,11;;;;;ÁLGEBRA LINEAL;7,82;CÁLCULO DE VARIAS VARIABLES;8,22;COMUNICACIÓN II;8,55;FÍSICA I;7,98;FUNDAMENTOS DE PROGRAMACIÓN;7,6;;;;
984;201401069;F;8,02;0,865;54;62,5;ADMINISTRACIÓN DE OPERACIONES;7,28;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,50;DANZA FOLKLÓRICA;10,00;DERECHO SOCIETARIO Y LABORAL;9,90;ESTUDIO DE CASOS DE CIENCIAS SOCIALES;8,50;FUNDAMENTOS DE PROGRAMACIÓN;3,90;;;CHINO-MANDARÍN BÁSICO A;8,5;COMUNICACIÓN II;7,45;FUNDAMENTOS DE PROGRAMACIÓN;9,4;INNOVACIÓN Y LA ECONOMÍA DEL CONOCIMIENTO;7;INTRODUCCIÓN A LA ECONOMÍA;8,55;;;;
985;201750023;F;7,77;0,597;108;33,74;ACTUACIÓN;9,50;BIOLOGÍA;8,50;CÁLCULO DE VARIAS VARIABLES;7,62;COMUNICACIÓN II;7,75;FÍSICA I;7,02;INTRODUCCIÓN A LA ECONOMÍA;9,45;;;ECUACIONES DIFERENCIALES;6,22;ESTADÍSTICA DESCRIPTIVA;7,1;FÍSICA II;7,02;FUNDAMENTOS DE PROGRAMACIÓN;9;INGLÉS III;9,02;INTRODUCCIÓN A LA INGENIERÍA INDUSTRIAL;8,95;;
986;201714904;M;7,17;0,407;133;17,39;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;1,90;CÁLCULO DE UNA VARIABLE;7,00;COMUNICACIÓN I;6,00;INGLÉS IV;7,40;QUÍMICA GENERAL;6,18;;;;;ÁLGEBRA LINEAL;6,04;CÁLCULO DE VARIAS VARIABLES;7,28;DEPORTE: AJEDREZ;8,75;FÍSICA I;5,68;FUNDAMENTOS DE PROGRAMACIÓN;5,6;;;;
987;201714672;M;7,31;0,582;138;14,29;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,90;CÁLCULO DE UNA VARIABLE;5,08;COMUNICACIÓN I;6,25;INGLÉS I;8,48;QUÍMICA GENERAL;4,81;;;;;CÁLCULO DE UNA VARIABLE;6,36;COMUNICACIÓN II;7,45;FUNDAMENTOS DE PROGRAMACIÓN;7,5;INGLÉS II;7,36;QUÍMICA GENERAL;7,18;;;;
988;201712205;F;8,11;1,631;119;26,09;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;10,00;BIOLOGÍA;8,37;CÁLCULO DE UNA VARIABLE;6,94;COMUNICACIÓN I;7,45;QUÍMICA GENERAL;7,23;;;;;ÁLGEBRA LINEAL;6,1;CÁLCULO DE VARIAS VARIABLES;7,58;COMUNICACIÓN II;8,7;FÍSICA I;7,52;FUNDAMENTOS DE PROGRAMACIÓN;9,52;;;;
989;201803699;F;7,43;1,712;133;16,88; ;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,65;CÁLCULO DE UNA VARIABLE;6,62;COMUNICACIÓN I;6,55;FUNDAMENTOS DE PROGRAMACIÓN;6,72;QUÍMICA GENERAL;7,81;;;;
990;201703881;M;7,17;0,343;119;26,99;ÁLGEBRA LINEAL;6,02;CÁLCULO DE VARIAS VARIABLES;6,64;COMUNICACIÓN II;7,10;DEPORTE: FÚTBOL;10,00;FÍSICA I;5,18;INGLÉS I;8,70;;;ECUACIONES DIFERENCIALES;6;ESTADÍSTICA;6,4;FÍSICA I;8,04;FUNDAMENTOS DE PROGRAMACIÓN;6;INGLÉS II;7,15;MATEMÁTICAS DISCRETAS;6,54;;
991;201702818;M;7,49;0,150;121;26,67;ÁLGEBRA LINEAL;5,10;BIOLOGÍA;6,71;CÁLCULO DE VARIAS VARIABLES;3,86;COMUNICACIÓN II;7,85;FÍSICA I;4,50;;;;;ÁLGEBRA LINEAL;5,16;CÁLCULO DE VARIAS VARIABLES;6,02;DIBUJO TÉCNICO Y PLANOS;7,79;FÍSICA I;6,62;FUNDAMENTOS DE PROGRAMACIÓN;2,82;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;6,2;;
992;201713104;M;7,16;1,623;133;16,67;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;2,05;CÁLCULO DE UNA VARIABLE;4,00;COMUNICACIÓN I;6,70;QUÍMICA GENERAL;6,20;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;6,9;CÁLCULO DE UNA VARIABLE;5,62;COMUNICACIÓN II;6,35;FUNDAMENTOS DE PROGRAMACIÓN;6,6;INGLÉS IV;6,4;;;;
993;201602273;M;6,96;0,962;107;33,13;BIOLOGÍA;0,00;ECUACIONES DIFERENCIALES;4,34;ESTADÍSTICA;3,44;FÍSICA II;6,82;FUNDAMENTOS DE PROGRAMACIÓN;0,54;;;;;BIOLOGÍA;6,18;ECUACIONES DIFERENCIALES;6,04;FÍSICA III;2,62;FUNDAMENTOS DE PROGRAMACIÓN;2,58;;;;;;
994;201712882;M;7,09;0,420;131;17,61;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,90;CÁLCULO DE UNA VARIABLE;2,50;COMUNICACIÓN I;6,10;QUÍMICA GENERAL;6,06;;;;;;;ÁLGEBRA LINEAL;3,22;BIOLOGÍA;8,61;CÁLCULO DE UNA VARIABLE;5,44;COMUNICACIÓN II;8,25;FUNDAMENTOS DE PROGRAMACIÓN;2,56;;;;
995;201801966;M;7,37;0,297;138;16,36; ;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,15;CÁLCULO DE UNA VARIABLE;4,76;COMUNICACIÓN I;6,75;FUNDAMENTOS DE PROGRAMACIÓN;7,62;QUÍMICA GENERAL;6,57;;;;
996;201315358;M;7,21;1,646;107;33,13;ÁLGEBRA LINEAL;0,40;BOTÁNICA GENERAL;4,61;CÁLCULO DE VARIAS VARIABLES;1,80;INTRODUCCIÓN A LAS CIENCIAS BIOLÓGICAS;6,35;ZOOLOGÍA DE INVERTEBRADOS;0,85;;;;;BOTÁNICA GENERAL;0;CÁLCULO DE VARIAS VARIABLES;0;FÍSICA I;0,78;FUNDAMENTOS DE PROGRAMACIÓN;0,54;;;;;;
997;201712536;M;7,25;0,886;130;19,25;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,60;CÁLCULO DE UNA VARIABLE;2,28;COMUNICACIÓN I;6,05;QUÍMICA GENERAL;5,95;;;;;;;BIOLOGÍA;7,88;COMUNICACIÓN II;8,55;FUNDAMENTOS DE PROGRAMACIÓN;6,06;INGLÉS V;7,67;QUÍMICA GENERAL;6,73;;;;
998;201713575;F;7,48;0,676;125;22,84;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,65;CÁLCULO DE UNA VARIABLE;6,38;COMUNICACIÓN I;7,35;FUNDAMENTOS DE PROGRAMACIÓN;3,10;QUÍMICA GENERAL;7,27;;;;;ÁLGEBRA LINEAL;7,56;CÁLCULO DE VARIAS VARIABLES;6,62;COMUNICACIÓN II;8,8;FUNDAMENTOS DE PROGRAMACIÓN;8,72;INGLÉS V;8,16;;;;
999;201710779;F;7,38;2,223;130;19,25;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,50;BIOLOGÍA;7,97;CÁLCULO DE UNA VARIABLE;5,42;COMUNICACIÓN I;7,35;QUÍMICA GENERAL;6,22;;;;;CÁLCULO DE UNA VARIABLE;8,78;COMUNICACIÓN II;7,85;FUNDAMENTOS DE PROGRAMACIÓN;7,9;INGLÉS IV;7,12;;;;;;
1000;201710746;M;7,26;0,979;131;18,63;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,25;CÁLCULO DE UNA VARIABLE;5,58;COMUNICACIÓN I;6,85;QUÍMICA GENERAL;6,61;;;;;;;ÁLGEBRA LINEAL;5,82;BIOLOGÍA;8,28;CÁLCULO DE UNA VARIABLE;6,96;CHINO-MANDARÍN BÁSICO A;8,8;COMUNICACIÓN II;7,9;FUNDAMENTOS DE PROGRAMACIÓN;5,62;INGLÉS IV;6,46
1001;201102021;M;7,38;0,652;103;36,42;ÁLGEBRA LINEAL;6,02;;;;;;;;;;;;;CÁLCULO DE VARIAS VARIABLES;4,86;ECUACIONES DIFERENCIALES;1,94;FUNDAMENTOS DE PROGRAMACIÓN;2,82;MECÁNICA VECTORIAL;3,7;;;;;;
1002;201603081;M;7,31;3,514;112;30,86;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;6,55;CÁLCULO DE VARIAS VARIABLES;6,06;DEPORTE: FÚTBOL;9,45;FÍSICA I;6,56;QUÍMICA GENERAL;6,06;;;;;ÁLGEBRA LINEAL;6,02;FÍSICA II;6,34;FUNDAMENTOS DE PROGRAMACIÓN;3,02;MECÁNICA VECTORIAL;6,3;;;;;;
1003;201712585;F;7,71;0,754;127;22,09;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;6,95;CÁLCULO DE UNA VARIABLE;3,32;COMUNICACIÓN I;7,10;QUÍMICA GENERAL;6,30;;;;;;;ÁLGEBRA LINEAL;6,6;BIOLOGÍA;9,55;CÁLCULO DE UNA VARIABLE;6,3;COMUNICACIÓN II;8,1;FUNDAMENTOS DE PROGRAMACIÓN;7,52;;;;
1004;201712841;M;8,04;0,334;132;19,02;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,40;CÁLCULO DE UNA VARIABLE;6,58;COMUNICACIÓN I;7,55;INGLÉS I;9,32;QUÍMICA GENERAL;7,58;;;;;ÁLGEBRA LINEAL;7,44;BIOLOGÍA;8,37;CÁLCULO DE VARIAS VARIABLES;8,38;FÍSICA I;7,18;FUNDAMENTOS DE PROGRAMACIÓN;8;INGLÉS II;8,61;;
